name,category,Protein,Carbohydrates,Sugar,Fat,Sodium,nutrient_grade,allergen,nutrient_score,grade
Chocolate Flavour Collgen - Inja Fit,chocolates,72.0,15.0,0.0,1.0,0.0,Not available,Allergens: Nuts,,
Chocolate Overload - Get-A-Way,chocolates,3.6,13.6,1.6,1.34,0.155,Not available,Allergens: Nuts,,
Dark chocolate 55% - 2m CocoA - 500g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: D (Score: 35/100),Allergens: Nuts,35.0,D
Chocolate corneto ice-cream - Cream bell,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Nuts,,
Quinoa Muesli - Chocolate and Banana - Nourish You,chocolates,12.13,71.53,6.25,0.89,1.8,Nutri-Score C,Allergens: Nuts,,
Pediasure Chocolate - 1 kg,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Nuts,,
Pedicure chocolate flavour 200g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Nuts,,
Vadilal Gourmet Nutty Belgian Dark chocolate Super Premium Ice Cream,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Nuts",87.0,A
Dairy Milk CHOCOLATE - 134g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts",,
CHANDAN SPARSH GOLD  With pure sandalwood oil - 450g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts",,
Storia chocolate shake,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts",,
Waffle Chocolates 1 cookie - Nova Nova,chocolates,4.0,45.0,31.0,17.0,0.0,Not available,"Allergens: Milk, Nuts",,
Amul Pro Plus,chocolates,0.0,0.0,0.0,0.0,0.0,Green-Score,"Allergens: Milk, Nuts",,
Chocolate Millet Flakes - Mille,chocolates,15.6,56.8,14.0,0.8,0.0,Not available,"Allergens: Milk, Nuts",,
Plix  fit and slim smoothie chocolate,chocolates,15.13,14.6,5.2,2.6,0.0,Not available,"Allergens: Milk, Nuts",,
The Why Decadent Chocolate - MyProtein,chocolates,73.84,9.0,0.0,2.12,1.44,Not available,"Allergens: Milk, Nuts",,
Chocolate cake mix - American pancakes 🥞 - 500 gm,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Nuts",,
Vanilla Muffin Small - Bliss Chocolates India Pvt. Ltd. - 2 pcs,chocolates,5.6,45.2,26.37,13.4,0.0,Nutri-Score D,"Allergens: Eggs, Gluten",,
Milk Chocolate - Milkybar,chocolates,1.3,6.0,4.9,3.6,0.035,Not available,"Allergens: Eggs, Gluten",,
Chocolate Bar - Britannia Tiger Kreemz  Choco,chocolates,2.0,24.0,10.0,2.0,0.0,Not available,"Allergens: Eggs, Gluten",,
Milk Chocolate Chickpea Snacks - Lebby,chocolates,11.905,52.381,0.0,26.19,0.0,Not available,"Allergens: Eggs, Gluten",,
Waffle chips Dark chocolate and sea salt - Waffle Mill,chocolates,5.0,70.0,0.0,20.0,0.0,Not available,"Allergens: Eggs, Gluten",,
Wafer com recheio e cobertura sabor chocolate - Hershey’s,chocolates,5.3,63.0,47.0,13.0,0.0,Not available,"Allergens: Eggs, Gluten",,
Whey Protein Belgian Chocolate - Avvatar,chocolates,68.6,11.7,0.0,0.286,1.24,Not available,"Allergens: Eggs, Gluten",,
Fennel fusion - choko la - 40g,chocolates,7.11,51.39,38.45,23.76,0.0,Ultra-processed foods,"Allergens: Eggs, Gluten",,
DENEX CHOCOLATE COOKIES - 50g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Eggs, Gluten",,
Pure whey protein blonde chocolate,chocolates,75.0,9.1,4.5,2.2,0.0,Not available,"Allergens: Eggs, Gluten",,
Chocolate lassi - Chhaswala - 200 ml,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Eggs, Gluten",,
Chocolairs Gold coffee - Cadbury - 577.5g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Eggs, Gluten",,
Hershey's 49% Dark - 100 g,chocolates,6.3,56.0,42.0,0.2,0.11,Average impact of products of the same category: D (Score: 35/100),"Allergens: Milk, Soybeans",35.0,D
milkybar ( choo - mix fruit ) - nestle - 308 g,chocolates,0.0,0.0,0.0,0.0,0.0,Green-Score D,"Allergens: Milk, Soybeans",,
Snickers Almond - 20g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
galaxy milk chocolate smooth milk - mars International india pvt ltd - 56g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Milk, Soybeans",57.0,C
Galaxy Milk Chocolate with Fruit & Nut - 100 g,chocolates,6.4,56.5,53.2,17.3,0.16,Nutri-Score E,"Allergens: Milk, Soybeans",,
Galaxy milk chocolate 110g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Flaovoured Milk - Chocolate - Hatsun - 200 ml,chocolates,7.0,32.0,32.0,10.0,0.0,Processed foods,Allergens: Milk,,
Dairy milk chocolate fruit and nut 55g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Chocolate Almonds - Eat Better Co.,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Hershey milk chocolate bars king-size 2.6Oz Bar 18 boxes of 12 bars,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Galaxy Milk Chocolate Smooth Milk - 30g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: D (Score: 39/100),Allergens: Milk,39.0,D
Hershey's chocolate flavored syrup,chocolates,1.27,66.6,63.7,0.5,0.182,Not available,Allergens: Milk,,
Mason & Co - 60g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: D (Score: 35/100),Allergens: Milk,35.0,D
Whey Protein - rich milk chocolate flavour - Muscleblaze,chocolates,71.4,12.4,0.0,4.11,0.0,Ultra-processed foods,Allergens: Milk,,
Chocolate almond - Magnum - 31g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Oreo Original chocolate sandwich biscuits - 46.3g,chocolates,5.2,71.9,38.8,9.7,0.0,Nutri-Score E,Allergens: Milk,,
Pop Ice - Milk Shake chocolate -,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 87/100),Allergens: Milk,87.0,A
the Original bourbon - Britannia - 150g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
creme 4 fun - dukes - 150g,chocolates,5.9,74.4,36.1,7.0,0.564,Average impact of products of the same category: B (Score: 70/100),Allergens: Milk,70.0,B
Chocopie - Cocoaland - 25g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),Allergens: Milk,57.0,C
Protein Powder Gourmet Chocolate Flavour - ISO100 Hydrolyzed Dymatize,chocolates,78.1,7.81,0.0,0.0,1.43,Not available,Allergens: Milk,,
Chocolate Wheat Flakes,chocolates,11.0,80.6,28.9,2.6,0.0,Not available,Allergens: Milk,,
toasted millet muesli dark chocolate and orange peel - monsoon harvest - 250g,chocolates,0.0,0.0,0.0,0.0,0.0,Nutri-Score D,"Allergens: Milk, Nuts, Soybeans, Seeds",,
"Chocolate Chunk Nuts - Yoga Bar - 1pc, 38 g per serving",chocolates,4.7,24.3,7.6,1.0,0.0,Ultra-processed foods,"Allergens: Nuts, Soybeans",,
Mr. Bear - Ribbons & Balloons - 35 g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 47/100),"Allergens: Nuts, Soybeans",47.0,C
Snickers 13x Family treats -  - 156g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Nuts, Soybeans",,
Pure Magic Chocolush - Britannia - 300g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Nuts, Soybeans",57.0,C
Gold Standard 100% Whey Extreme Milk Chocolate Flavour - Optimum nutrition - 907 g,chocolates,75.0,13.0,3.0,3.0,0.39,Nutri-Score A,"Allergens: Milk, Soybeans",,
Snickers 13x Family treats -  - 156g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Dark Chocolate - Hershys,chocolates,1.8,82.0,0.0,12.0,0.0,Not available,Not available,,
Pure Magic Chocolush - Britannia - 300g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),Not available,57.0,C
Chocolate Hazelnut Whey Protein - Avvatar,chocolates,77.1,10.3,0.0,0.286,0.75,Not available,Not available,,
ON 100% Gold Standard Whey Chocolate Peanut Butter - Optimum Nutrition,chocolates,72.7,15.2,0.0,0.0,1.59,Not available,Not available,,
Dark Cocoa Powder - City's Master Chef - 50 g,chocolates,0.0,0.0,0.0,0.0,0.0,Green-Score E,Not available,,
chocolate cassata - get A whey,chocolates,4.4,14.7,0.0,4.53,0.0,Not available,Not available,,
Mini Chocolate Brownie Bar - Phab,chocolates,32.3,42.6,0.0,0.0,0.557,Not available,Not available,,
Date Crown chocolate Dates,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Not available,,
Classic Chocolate Protein Shake - Phab,chocolates,9.0,4.4,0.0,0.0,0.188,Not available,"Allergens: Milk, Soybeans",,
Chocolate Chip Cookies - Express Foods,chocolates,8.9,65.1,38.4,0.5,0.0,Not available,"Allergens: Milk, Soybeans",,
Creamy milk chocolate - Schmitten luxury chocolates - 20g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Hershey's milk shake (chocolate flavour) - 180,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 57/100),"Allergens: Milk, Soybeans",57.0,C
Pintola High Protein Oats Dark Chocolate - 400g,chocolates,22.0,58.5,11.5,3.4,0.332,Nutri-Score C,"Allergens: Milk, Soybeans",,
Hide & seek Milano chocolate chip - Parle - 150g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Dark Chocolate Granola - True elements,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Dark Chocolate Muesli - True Elements,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Hershey's - chocolate - 100.8,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Dairy Milk - Home Treats - Cadbury - 100 g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: D (Score: 39/100),"Allergens: Milk, Soybeans",39.0,D
Milk chocolate,chocolates,6.1,61.0,59.0,17.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Patanwala Chocolate shake - 200ml,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 54/100),"Allergens: Milk, Soybeans",54.0,C
High Protein Oats (Dark Chocolate) - MuscleBlaze,chocolates,21.91,56.06,10.22,3.43,0.0,Average impact of products of the same category: A (Score: 86/100),"Allergens: Milk, Soybeans",86.0,A
Nestle class - chocolate - 120g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Vanilla Chocolate Laddoos - Eat Better,chocolates,10.0,54.0,0.0,13.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Hide and seek chocolate chip cookies - Parle,chocolates,5.9,73.4,32.5,9.4,0.285,Not available,"Allergens: Milk, Soybeans",,
TURBO - CAMPCO - 22 g,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 56/100),"Allergens: Milk, Soybeans",56.0,C
Britania Treat (Chocolate Flavoured Cream) - 5 x 103 g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Plant Protein Belgian Chocolate - Wellbeing Nutrition,chocolates,69.7,10.6,0.0,1.88,0.72,Not available,"Allergens: Milk, Soybeans",,
Whey Protein Chocolate Fudge Brownie - Muscletech,chocolates,71.4,10.0,4.76,2.38,0.667,Not available,"Allergens: Milk, Soybeans",,
Chocolate Oatmeal With Fruit & Nut - Mille,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans",,
Peanut Butter Chocolate Crispy - MyFitness Junior,chocolates,25.0,26.2,11.6,0.0,0.246,Not available,"Allergens: Milk, Soybeans",,
KitKat Rich Chocolate Coated Wafer - Nestlé,chocolates,7.3,62.7,41.0,0.14,0.228,Green-Score C,"Allergens: Gluten, Milk, Sesame seeds, Soybeans",,
Biozyme Performance Whey Triple chocolate - Muscleblaze,chocolates,64.9,19.0,11.3,0.01,1.38,Not available,"Allergens: Gluten, Milk, Sesame seeds, Soybeans",,
Chocolate Flavoured Milk - Mother Dairy - 200ml,chocolates,3.4,11.4,6.5,1.2,0.138,Average impact of products of the same category: C (Score: 57/100),Allergens: Milk,57.0,C
Lil'Goodness Milk Chocolate,chocolates,7.2,57.0,32.0,21.1,0.0,Not available,Allergens: Milk,,
Dark Chocolate,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
KitKat Chunky Caramel - Nestlé - 42 g,chocolates,5.3,62.5,54.6,0.07,0.234,Nutri-Score E,"Allergens: Gluten, Milk, Nuts, Soybeans",,
Chocolate family pack - Amul,chocolates,4.4,24.4,0.0,12.2,0.0,Not available,"Allergens: Gluten, Milk, Nuts, Soybeans",,
Kismis - Parle - 12g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Nuts, Soybeans",,
chocolate herbal tea - Maison & Co - 150g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Nuts, Soybeans",,
Chocolate Peanut Butter - Real Health - 350 g,chocolates,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,"Allergens: Peanuts, Soybeans",,
dairy milk silk bubbly - Cadbury - 50g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Peanuts, Soybeans",,
Dukes Waffy chocolate - 360 g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Peanuts, Soybeans",,
PediaSure Chocolate Flv 400g cbd - 5,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Peanuts, Soybeans",,
Galaxy Crispy Chocolate - 9g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Peanuts, Soybeans",,
Horlicks Protein+ Chocolate Flv 400g cbd - 6,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Peanuts, Soybeans",,
Horlicks Chocolate Delight flavour 1kg CBD - 41,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Peanuts, Soybeans",,
Horlicks Chocolate Delight flavour 500g Cbd - 8,chocolates,10.0,78.0,32.0,1.4,0.362,Not available,"Allergens: Peanuts, Soybeans",,
Horlicks Chocolate Delight flavour - 500g,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Peanuts, Soybeans",,
Diary Milk Silk - Cadbury - 155g,chocolates,0.0,0.0,0.0,0.0,0.0,Ultra-processed foods,Allergens: Milk,,
Double Chocolate Granola - Phab,chocolates,7.83,65.9,1.89,0.0,0.091,Not available,Allergens: Milk,,
Vegan Belgian Chocolate Protein Powder - Karaki Origins,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Dark Chocolate Ice Cream - Minus30,chocolates,3.9,14.2,0.0,6.4,0.0,Not available,Allergens: Milk,,
Protein Bar - Chocolate Fudge - Fitspire,chocolates,35.0,36.7,3.17,0.0,0.021,Not available,Allergens: Milk,,
Dark Chocolate Whey Protein Isolate - Wellbeing Nutrition,chocolates,74.9,13.8,5.35,0.084,0.463,Not available,Allergens: Milk,,
Sea Salt Dark Chocolate - Whole Truth Food,chocolates,8.1,39.9,0.0,30.6,0.615,Not available,Allergens: Milk,,
Impact Whey Protein Chocolate Hazelnut - My Protein,chocolates,73.7,7.79,0.0,0.0,0.281,Not available,Allergens: Milk,,
Whey Platinum Isolate Chocolate - Nakpro Nutrition,chocolates,81.96,8.45,0.0,0.04,0.0,Not available,Allergens: Milk,,
Ultimate Dark Chocolate - Didier & Frank,chocolates,15.0,8.0,1.0,30.0,0.1,Not available,Allergens: Milk,,
Chocolate Protein Shake - Just,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Dark Chocolate Peanut Butter - The Whole Truth,chocolates,17.7,42.0,14.0,5.71,0.26,Not available,Allergens: Milk,,
MYFITNESS Chocolate Peanut Butter Crunchy,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: C (Score: 55/100),Allergens: Milk,55.0,C
Double Chocolate Milk Shake - Amul - 180ml,chocolates,3.11,15.2,14.6,2.78,0.092,Nutri-Score E,Allergens: Milk,,
55 % dark chocolate - Amul,chocolates,6.4,51.4,42.5,18.6,0.095,Not available,Allergens: Milk,,
Sanfeast Dark fantasy chocolate cream - itc - 415,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
The Whole Truth Choco Fruit Crunch Muesli,chocolates,12.0,68.4,21.0,6.0,0.135,Average impact of products of the same category: A (Score: 82/100),"Allergens: Milk, Nuts",82.0,A
Temptations rum & raisins,chocolates,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 76/100),"Allergens: Milk, Soybeans, Sulphur dioxide and sulphites",76.0,A
chocolate,chocolates,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Milk, Soybeans, Sulphur dioxide and sulphites",,
Amul White Chocolate - Net Weight: 150g,chocolates,0.0,0.0,0.0,0.0,0.0,Nutri-Score E,Allergens: Milk,,
Lays Classics Salted 20rs - Lay's - 50g,chips,7.0,51.7,2.6,14.0,0.51,Average impact of products of the same category: A (Score: 88/100),Not available,88.0,A
masala munch 10rs - PepsiCo India holdings Pvt.Ltd - 44g,chips,6.4,56.8,0.4,0.1,0.25,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Nuts, Sesame seeds, Soybeans, Sulphur dioxide and sulphites",87.0,A
Lay's India's Magic Masala20rs - 45 g,chips,10.0,50.0,10.0,0.0,2.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Nuts, Sesame seeds, Soybeans, Sulphur dioxide and sulphites",88.0,A
Lays 20rs - PepsiCo - 55 g,chips,3.846,30.769,1.923,7.692,1.361,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Lay's American Style Cream & Onion Flavour - 11g(8.6 +2.4 extra),chips,6.7,53.0,3.4,0.1,1.608,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans",88.0,A
American Style Cream & Onion 10rs - Lay's - 24g,chips,6.7,53.0,3.4,0.1,1.608,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans",88.0,A
Chips barbecue - Lay's - 130 g,chips,6.4,52.0,2.8,2.6,1.3,Average impact of products of the same category: B (Score: 62/100),"Allergens: Gluten, Soybeans",62.0,B
West Indies' Hot 'n' Sweet Chilli - Frito-lay - 20g,chips,7.0,54.7,6.0,0.1,1.717,Nutri-Score E,"Allergens: Gluten, Milk, Nuts, Peanuts, Sulphur dioxide and sulphites",,
Puffcorn - Kurkure - 28 10rs,chips,6.4,66.5,4.5,0.1,1.925,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans",88.0,A
masala - Lay's - 30g10rs,chips,6.9,53.4,2.5,0.1,2.065,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans",88.0,A
Hide & Seek - Parle - 100g,chips,5.9,73.4,32.5,9.4,0.285,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans",70.0,B
Chilli Chatka 20rs - Kurkure - 75g,chips,5.6,55.8,2.0,15.8,1.808,Processed foods,"Allergens: Gluten, Milk, Soybeans",,
Lays India's magic masala - 90 g,chips,6.9,52.9,2.5,12.5,2.482,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans",88.0,A
Tiger Krunch ChocoChips - Britannia - 63 g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",67.0,B
Tedhe Medhe - Bingo,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",88.0,A
Tedhe Medhe - Bingo -,chips,5.5,57.3,1.7,15.5,1.846,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Soybeans, Sulphur dioxide and sulphites",87.0,A
Bingo - Itc - 21g g,chips,7.1,50.5,1.5,14.2,2.062,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans",88.0,A
PRINGLES ( ORIGINAL ) - Kellogg India Pvt. Ltd - 107g,chips,5.0,62.8,0.0,0.3,1.17,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten,87.0,A
Potato chips (Spicy Treat flavour)20rs - Uncle Chipps - 52 g,chips,6.4,54.6,2.0,0.1,2.205,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
POTATO WAFERS - balaji - 40,chips,6.4,53.8,0.4,16.0,0.0,Average impact of products of the same category: A (Score: 87/100),Allergens: Milk,87.0,A
Pringles - South African Style Periperi Flavour,chips,5.2,61.5,1.0,0.3,1.48,Average impact of products of the same category: A (Score: 87/100),Allergens: Milk,87.0,A
American Style Cream and onion chips - Lay's - 73g,chips,6.7,53.0,3.4,14.9,1.608,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Britannia 50-50 -  - 105g,chips,7.0,60.0,10.0,2.7,2.705,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk",88.0,A
Potato chips - Pringles - 25 g,chips,5.0,57.6,3.2,15.0,1.605,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk",87.0,A
classic salted chips - Lay's - 48 g,chips,1.25,9.375,0.625,0.938,0.266,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk",88.0,A
Lay's - India's Magic Masala - PepsiCo - 11g,chips,6.9,53.4,2.5,14.9,2.065,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk",88.0,A
Chips - Bingo,chips,5.7,59.8,1.8,13.9,0.0,Not available,"Allergens: Gluten, Milk",,
Lay’s Chile Limon 20rs - 55 g,chips,6.0,52.0,3.2,14.8,2.44,Nutri-Score E,"Allergens: Gluten, Milk",,
Classic Salted Potato Chips - Lay's - 11g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk",88.0,A
Balaji Wafers Chaat Chaska - 35 g,chips,7.4,53.5,2.2,0.01,0.982,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk",87.0,A
Potato Chips - Spanish Tomato Tango - Lay's - 50gm 20rs,chips,8.0,56.0,8.0,0.0,1.59,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk",88.0,A
Moong Dal - Haldiram's - 18,chips,21.31,50.66,0.0,8.61,0.975,Processed foods,"Allergens: Gluten, Milk",,
Monaco - Parle,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk",,
Lays Spanish 50 - 90g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk",88.0,A
Kerala Banana Chips - Byond Snack - 75G,chips,0.0,0.0,0.0,0.0,0.0,Nutri-Score E,Allergens: Mustard,,
American Style Cream & Onion Flavour - Lay's - 82 g,chips,6.7,53.0,3.4,0.1,1.608,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Lays salted Chips 30 - Lay's - 73g,chips,7.0,54.0,2.6,13.3,1.275,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Golden potato chips,chips,3.0,63.2,0.0,14.88,1.6,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Haldiram's,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
Bingo! Potato Chips Chilli Sprinkled - ITC - 90g,chips,7.1,50.5,0.8,0.1,2.062,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans",88.0,A
Choco Chip Cookies - Unibic - 600g,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Soybeans",,
8906010500481,chips,0.0,0.0,0.0,0.0,0.0,Not available,"Allergens: Gluten, Milk, Soybeans",,
Salt-n-Pepper Banana Chips,chips,2.9,55.0,0.0,16.6,0.0,Not available,"Allergens: Gluten, Milk, Soybeans",,
Sweet chilli Doritos - 50gm,chips,6.6,65.5,6.5,8.7,1.602,Nutri-Score E,Allergens: Gluten,,
Kurkure Naughty Tomato - PepsiCo,chips,5.8,56.4,4.4,16.1,1.42,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten,88.0,A
Pringles Desi Masala Tadka Flavour - 107 g,chips,4.7,61.2,1.5,0.3,2.092,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten,87.0,A
uncle chipps - 24g,chips,6.7,52.0,35.0,15.8,0.591,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten,88.0,A
8901491003162 - chips,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 88/100),Allergens: Gluten,88.0,A
Hide & Seek Caffé Mocha - Parle - 100g,chips,5.8,73.6,31.7,9.2,0.355,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans",70.0,B
Taka tak - Haldiram's,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: A (Score: 87/100),Allergens: Milk,87.0,A
Haldiram's Bhujia - 460 g,chips,20.0,39.5,3.9,10.4,0.0,Processed foods,Not available,,
Bingo Potato Chips Cream & Onion - ITC - 52.0 g,chips,4.8,54.5,4.8,14.1,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans",88.0,A
Potato chips,chips,1.4,10.1,0.3,2.8,0.0,Average impact of products of the same category: A (Score: 88/100),"Allergens: Milk, Soybeans",88.0,A
balaji wafers chataka pataka - 25g,chips,7.0,63.3,2.0,0.1,0.868,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Soybeans",87.0,A
Unibic Choco Chip Cookies,chips,5.8,68.0,29.0,0.0,0.532,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Milk, Soybeans",67.0,B
Potato Chips (Plain Salted flavour) 20rs - Uncle Chipps - 50g,chips,6.7,52.0,0.0,0.1,1.501,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans",88.0,A
Choco Chip Cookies - the Baker's Dozen - 60 g,chips,0.0,0.0,0.0,0.0,0.0,Average impact of products of the same category: B (Score: 67/100),"Allergens: Gluten, Milk, Soybeans",67.0,B
Balaji Wafers Rumbles Potato Chips Pudina Twist flavour - 40 g,chips,7.3,54.6,2.0,0.1,1.842,Average impact of products of the same category: A (Score: 88/100),"Allergens: Gluten, Milk, Soybeans",88.0,A
Lays Cream and Onion Patato Chips - Lay's - 45 gms,chips,6.7,53.0,3.4,0.1,1.61,Average impact of products of the same category: A (Score: 88/100),Allergens: Milk,88.0,A
Masala Banana Chips - Chheda's - 170gm,chips,0.0,0.0,0.0,0.0,0.0,Not available,Allergens: Milk,,
