name,category,Protein,Carbohydrates,Sugar,Fat,Fiber,Sodium,nutrient_grade,allergen
Fine milled oatcakes - Nairn's - 4 pouches of 8 oatcakes (250 g),biscuits,10.9 g,55 g,0.9 g,8.6 g,9.6 g,1.67 g,Processed foods,Allergens: Gluten
Wholewheat biscuits - By Sainsbury's,biscuits,12 g,68.6 g,4.4 g,0.6 g,10 g,0.28 g,Nutri-Score A,Allergens: Gluten
"Multicéréales goût chocolat - LU - 293 g ℮, 15 biscuits",biscuits,6.5 g,69 g,31 g,5.1 g,4.6 g,0.59 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Ferrero - Nutella Biscuits - 166 g,biscuits,7.9 g,64 g,35.8 g,11.5 g,-,0.559 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans, fr:gs1-t4078-ml"
Pain au lait bio x12 420g - la boulangère - 420 g,biscuits,9.4 g,51 g,8.7 g,1.2 g,2.4 g,0.9 g,Green-Score A,"Allergens: Eggs, Gluten, Milk, fr:alcool"
Hohos,biscuits,4.3 g,65 g,41 g,8 g,1.1 g,0.42 g,Nutri-Score E,"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Pim's - Raspberry - Lu - 150 g,biscuits,3.4 g,65 g,48 g,5.8 g,2.8 g,0.45 g,Average impact of products of the same category: A (Score: 75/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Galleta ligera sin sal y sin azúcar - Gullon - 80 g,biscuits,9 g,58 g,2.8 g,1.5 g,?,0.01 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Sesame seeds, Soybeans"
Biscuits fourrés aux framboises - Bjorg - 175 g,biscuits,5.3 g,68 g,39 g,4.1 g,3.1 g,0.5 g,Green-Score A,"Allergens: Eggs, Gluten"
Cake & Choc - Milka - 175 g,biscuits,5.4 g,56.5 g,31 g,4.1 g,1.5 g,0.6 g,Average impact of products of the same category: C (Score: 47/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Stem ginger oat biscuits - Nairn's - 200 g,biscuits,8.1 g,65.9 g,17.2 g,0 g,5.9 g,0.91 g,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
Moelleux chocolat noix - Gerblé - 138g,biscuits,7.3 g,49 g,13 g,3 g,9.6 g,0.23 g,Nutri-Score C,"Allergens: Gluten, Milk, Nuts, Soybeans, fr:avoine, fr:avoine"
Cookies chocolate Chip - Lidl - 225g,biscuits,7 g,58 g,32 g,14 g,4.1 g,0.78 g,Green-Score A,"Allergens: Eggs, Gluten, Milk, Soybeans, butterreinfett, huhnereieiweisspulver, huhnervollei, magermilchpulver, vollmilchpulver, weizenmehl, weizenstarke"
0%Digestive - Hacendado - 400g,biscuits,7.3 g,62 g,0.8 g,2.2 g,1.1 g,0.9 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Mustard, Soybeans"
Genova - Double Creme - Excelo,biscuits,2.67 g,74.7 g,44.3 g,11.7 g,?,1 g,Average impact of products of the same category: C (Score: 57/100),Allergens: Milk
Mini BN chocolat - 175g (5x35g),biscuits,6.2 g,66.3 g,30.6 g,10.7 g,3.4 g,0.05 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, fr:avoine"
"Gerblé - No Sugar Added Fudge Dark Chocolate Cookie, 126g (4.5oz) - 126 g",biscuits,7 g,59 g,0.495 g,9.1 g,8.8 g,0.26 g,Nutri-Score C,"Allergens: Eggs, Gluten, Milk, Soybeans"
Véritable Petit écolier Pocket Chocolat au Lait - LU - 250g (10 x 25g),biscuits,6.5 g,65 g,40 g,15 g,2.6 g,0.64 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Gluten, Milk, Soybeans"
"Shortbread Fingers - Paterson’s - 20 units, 300gr total",biscuits,6.67 g,61.3 g,18 g,2.67 g,2 g,0.667 g,Green-Score B,"Allergens: Gluten, Milk"
The Original Cracker - Ritz Bakery - 200 g,biscuits,7.2 g,62 g,8.3 g,2.6 g,2.8 g,1.3 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten
Müsli oat biscuits - Emco - 60g,biscuits,9.5 g,61 g,21 g,4.3 g,5.9 g,0.06 g,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten
Melloeux Fruit Rouges - BelVita - 250 g,biscuits,5.3 g,63 g,22 g,1.1 g,7.2 g,0.34 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
La paille d’or aux framboises - Lu - 170g,biscuits,-32%,+30%,+85%,-98%,-18%,-80%,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Musli biscuits - Emco,biscuits,-9%,-1%,+44%,-84%,,-84%,Processed foods,Allergens: Gluten
"Palmito L'original - Lu - 100 g, 2 sachets",biscuits,6.1 g,59 g,21 g,15 g,2.4 g,1.4 g,Average impact of products of the same category: A (Score: 75/100),"Allergens: Eggs, Gluten"
Belvita original  - Biscuits petit déjeuner miel & pépites de chocolat - 650 g,biscuits,7.3 g,67 g,28 g,2.5 g,5.7 g,0.69 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
All butter shortbread fingers - Tesco - 210g,biscuits,6.3 g,60.4 g,13.1 g,15.5 g,2 g,0.43 g,Processed foods,"Allergens: Gluten, Milk"
Petites Madeleines - St Michel - 1 kg (57 unités),biscuits,5.8 g,55 g,23 g,2.3 g,1.1 g,0.72 g,Average impact of products of the same category: B (Score: 60/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
The Original Speculoos - Lotus - 125 g e,biscuits,4.9 g,72.7 g,38.1 g,8.8 g,1.3 g,0.92 g,Processed foods,"Allergens: Gluten, Soybeans"
Extrem Nougat & Caramel - Excelo,biscuits,-27%,+3%,-1%,-30%,-86%,+30%,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Milk, Soybeans"
Carres graines pepites de chocolat - Lidl - 140 g,biscuits,+30%,-11%,-9%,-18%,+5%,+25%,Processed foods,"Allergens: Eggs, Gluten, Milk, Sesame seeds"
Sucre Pure Via SpecialPatisserie - 380 g,biscuits,0 g,99 g,0 g,0 g,0 g,0 g,Green-Score A,"Allergens: Eggs, Gluten, Milk, Sesame seeds"
Kinder Pinguin - Ferrero - 240 g (8 x 30 g),biscuits,7 g,37.8 g,33.1 g,20 g,?,0.25 g,Average impact of products of the same category: C (Score: 47/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
"Gerble - Cacao Cereals Cookie, 160g (5.7oz) - 160 g",biscuits,10 g,62 g,13 g,2.2 g,6.1 g,0.17 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Lupin, Milk, Nuts, Sesame seeds, Soybeans"
Crakes choc - excelo,biscuits,4.74 g,64.27 g,26.42 g,8.9 g,1.63 g,0.29 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Petit déjeuner fruits rouges - Gerblé - 132 g,biscuits,8.7 g,64 g,17 g,1.6 g,6.6 g,0.21 g,Green-Score B,Allergens: Gluten
Oreo chocolate - Unknown - 57 g,biscuits,,,,,,,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
6111031005408,biscuits,?,?,?,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Chocolate Chip Oat Biscuit Breaks - Nairn’s - 160 g,biscuits,+47%,-3%,-4%,+30%,+53%,+104%,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Soybeans"
Tosta Rica - Cuétara - 570 g,biscuits,7.5 g,73 g,20 g,1.5 g,2.9 g,0.68 g,Average impact of products of the same category: B (Score: 74/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
McVities Rich Tea Biscuits - McVitie's - 300 g,biscuits,7.2 g,71.1 g,18.6 g,7.4 g,3 g,0.798 g,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
baiocchi - Barilla - 336 g,biscuits,+42%,-11%,-31%,-40%,+38%,+12%,Green-Score C,"Allergens: Eggs, Gluten, Milk, Nuts"
Crunchy,biscuits,6.73 g,51.95 g,34.13 g,15.99 g,?,0.1 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Nuts"
María 100% Integral - Hacendado,biscuits,8.7 g,66 g,20 g,1 g,11 g,1.4 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
"BN - Strawberry Cookies, 285g (10oz) - 285 g",biscuits,5.3 g,75 g,32 g,3.7 g,2.5 g,0.48 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
La Barquette (chocolat) - LU - 120 g,biscuits,6.5 g,62 g,47 g,2.9 g,2.6 g,0.34 g,Green-Score D,"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Digestive Muesli - Gullón - 365 g,biscuits,7.5 g,64 g,21 g,2 g,7 g,0.7 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans"
itri choco - Excelo - 32 g,biscuits,7 g,70 g,35 g,0 g,0 g,2 g,Green-Score D,"Allergens: Gluten, Milk, Soybeans"
all butter shortbread fingers - Tower Gate - 210g,biscuits,6.4 g,59.2 g,13.5 g,15.6 g,2.5 g,?,Processed foods,"Allergens: Gluten, Milk"
Petits coeurs chocolat - Kraft Foods - 125 g,biscuits,5.9 g,63 g,29 g,16 g,2.9 g,0.84 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
SABLES PUR BEURRE - La Mere Poulard - 125 g (2 sachets x 8 biscuits),biscuits,6.8 g,70 g,19.6 g,14.6 g,0 g,0.26 g,Green-Score B,"Allergens: Eggs, Gluten, Milk"
BelVita Original Petit Déjeuner pépites de chocolat - LU - 300 g,biscuits,8.6 g,66 g,16 g,2 g,7.1 g,0.85 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Biscuits nappés de chocolat noir 🍫 - Bjorg - 225 g,biscuits,9.7 g,57 g,21 g,7.3 g,7.6 g,0.25 g,Green-Score B,"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Organic Sesame Biscuits - Biscuiterie De L'Abbaye - 170 g,biscuits,9.6 g,61 g,20 g,2.3 g,4.7 g,0.5 g,Processed foods,"Allergens: Gluten, Milk, Sesame seeds"
"Gerblé - Sugar Free Cocoa Filled Cookie, 185g (6.6oz) - 185 g",biscuits,6.7 g,64 g,< 0.5 g,4.8 g,3 g,0.64 g,Green-Score B,"Allergens: Eggs, Gluten, Milk, Soybeans, Ble, Lait, Oeuf"
Bono - Excelo,biscuits,10 g,53.68 g,35.5 g,15.27 g,0 g,0.14 g,Average impact of products of the same category: A (Score: 78/100),"Allergens: Eggs, Gluten, Milk, Soybeans, Ble, Lait, Oeuf"
Eyoo choc - Excelo,biscuits,6.5 g,71 g,33 g,9.8 g,-,0.45 g,Average impact of products of the same category: C (Score: 57/100),Allergens: Gluten
Tobigo,biscuits,+12%,+1%,-3%,-18%,,+58%,Average impact of products of the same category: A (Score: 78/100),Allergens: Milk
Top Original - Be - 56 g,biscuits,-30%,-4%,-11%,,-59%,-33%,Average impact of products of the same category: C (Score: 57/100),Allergens: Milk
Petit Déjeuner Chocolat - Belvita - 600 g e,biscuits,7.9 g,66 g,27 g,3.6 g,6.8 g,0.62 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans, fr:avoine"
B-ready - Ferrero - 330 g,biscuits,7.2 g,60.7 g,47.1 g,9.5 g,0.9 g,0.559 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
"Delacre - Delichoc Milk Chocolate Cookies, 150g (5.3oz)",biscuits,5.2 g,72.2 g,47.9 g,9.9 g,0 g,0.31 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Breaksta - Tiffany - 13g,biscuits,7.69 g,61.5 g,46.2 g,0 g,2.31 g,0.135 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Crak's - Excelo,biscuits,-8%,-9%,+29%,+110%,,-56%,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Biscuit Chocolat Céréales - gerlinea - 200g,biscuits,+164%,-10%,-54%,-83%,+178%,-28%,Nutri-Score C,"Allergens: Gluten, Milk, Soybeans"
Biscoff Crunchy Pâte À Tartiner - Lotus - 380g,biscuits,3.2 g,58.8 g,36.2 g,7.9 g,0.9 g,0.6 g,Average impact of products of the same category: B (Score: 60/100),"Allergens: Gluten, Soybeans"
Prince Goût Tout Choco Au Blé Complet - LU - 300 g,biscuits,7.1 g,67 g,34 g,5.7 g,5.1 g,0.54 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Baiocchi - Barilla - 56 g e,biscuits,8 g,59 g,23 g,5 g,4 g,0.75 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Eggs, Gluten, Milk, Nuts"
Biscuits Abricot Pistache - Gerblé - 160 g,biscuits,9.3 g,64 g,16 g,1.6 g,6.1 g,0.13 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Nuts"
Double Trouble Chocolate Cookies - Wicked Kitchen - 300 g,biscuits,5.8 g,63.2 g,31.1 g,11.9 g,3.1 g,0.5 g,Green-Score B,"Allergens: Gluten, Nuts"
Shortbread All Butter Fingers - Sainsbury's - 200 g,biscuits,6.2 g,60.5 g,14.8 g,18.5 g,?,0.6 g,Processed foods,"Allergens: Gluten, Milk"
Gâteau marbré au chocolat - bonne maman - 475g,biscuits,5.5 g,44 g,27 g,11 g,1.8 g,0.38 g,Average impact of products of the same category: B (Score: 66/100),"Allergens: Eggs, Gluten, Milk, Soybeans, fr:lecithines"
"Duo Fourré Goût Chocolat 🍫 Noisette 🥜 - Belvita - 5x2 biscuits / 5×50,6 g = 253g",biscuits,7.51 g,67.2 g,27.7 g,5.14 g,5.53 g,0.514 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans, fr:avoine, fr:avoine"
Le Moelleux - Ker Cadélac - 500 g e,biscuits,5.9 g,48 g,26 g,2.2 g,?,0.93 g,Average impact of products of the same category: B (Score: 60/100),"Allergens: Eggs, Gluten, Milk"
ZERO sin azúcares añadidos imp - Gullón - 216 g,biscuits,6.8 g,65 g,1.4 g,1.7 g,9.8 g,0.65 g,Nutri-Score B,"Allergens: Gluten, Milk, Soybeans"
Classico - Gran Cereale - 500g,biscuits,8.3 g,61.4 g,17 g,1.8 g,8 g,0.7 g,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
Captain Rondo Cacao - Lidl - 500 g,biscuits,6.3 g,66 g,30 g,10 g,3.8 g,0.33 g,Green-Score C,"Allergens: Gluten, Milk"
GALLETA TARTALETA LIMON BONNE - bonne maman - 125g,biscuits,6 g,66 g,41 g,8.7 g,1.7 g,0.3 g,Average impact of products of the same category: A (Score: 75/100),"Allergens: Eggs, Gluten, Milk, Nuts"
Nutella B-ready - Ferrero - 220 g,biscuits,7.2 g,60.7 g,47.1 g,9.5 g,0 g,0.559 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Nuts, Soybeans, Milk"
Sandwich Zero Sin Azúcares Añadidos - Gullón - 250 g,biscuits,6.7 g,67 g,5 g,2 g,5.3 g,0.6 g,Nutri-Score C,"Allergens: Gluten, Milk, Soybeans, Sulphur dioxide and sulphites"
Madeleines aux œufs de poules élevées en plein air - St Michel - 600 g,biscuits,5.7 g,52 g,22 g,2.5 g,1 g,0.88 g,Average impact of products of the same category: A (Score: 80/100),"Allergens: Eggs, Gluten, Soybeans"
Monaco - Belin - 100 g,biscuits,12 g,45 g,5.6 g,18 g,2.4 g,2.1 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Milk, Soybeans"
Cioccolato - Mulino Bianco - 230 g,biscuits,9 g,59 g,29 g,3.6 g,9 g,0.315 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Digestive Avena - Gullón - 410 g,biscuits,7.7 g,65 g,0.7 g,2.2 g,5.5 g,0.75 g,Average impact of products of the same category: B (Score: 70/100),Allergens: Gluten
Sprite - 450 ml,biscuits,0 g,1.9 g,1.9 g,0 g,0 g,0.01 g,Nutri-Score C,Allergens: Gluten
Bretzels d'Alsace maxi - Dr. Oetker - 200 g,biscuits,10 g,73 g,1.8 g,3.2 g,4.6 g,2.5 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten
Capri Vanille - Excelo,biscuits,+52%,+2%,-22%,-16%,,-51%,Green-Score B,"Allergens: Gluten, Milk, Soybeans"
Prince -  Goût Lait -  Choco Au Blé Compet - LU - 300 g,biscuits,6 g,70 g,34 g,6.1 g,3.2 g,0.52 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Chocup milky - Excelo,biscuits,,,,,,,Average impact of products of the same category: C (Score: 57/100),"Allergens: Milk, Soybeans"
Fourrés Chocolat🍫 - Jardin bio - 300 g,biscuits,6.6 g,64 g,26 g,7.6 g,4.5 g,0.88 g,Green-Score B,"Allergens: Gluten, Milk"
6111270961442 - nooco,biscuits,,,,,,,Average impact of products of the same category: D (Score: 39/100),"Allergens: Gluten, Milk"
6111195024178,biscuits,?,?,?,?,?,?,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk"
Golden - Bimo - 16 pièces 19.5g,biscuits,-46%,+10%,+345%,+356%,-97%,-63%,Green-Score B,"Allergens: Gluten, Orange, Soybeans"
Crêpes dentelle - L'authentique - Gavottes - 125 g,biscuits,5.5 g,78 g,48 g,6.8 g,?,1 g,Green-Score D,"Allergens: Gluten, Milk, Soybeans"
Scottish Rough Oatcakes - Tesco,biscuits,10.7 g,57.5 g,0.8 g,6.4 g,9.6 g,1.4 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten
Lotus Bakeries - 315 g (7 × 45 g),biscuits,5 g,55 g,29 g,11 g,0.9 g,0.59 g,Average impact of products of the same category: A (Score: 76/100),"Allergens: Eggs, Gluten, Soybeans"
Prince petit dej - Lu - 300 g,biscuits,7.1 g,70 g,28 g,8.1 g,3.7 g,0.55 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
Croq' soja à la provencale - Céréal Bio - 200 g (2x100 g),biscuits,14 g,4 g,2 g,1 g,7 g,1.2 g,Nutri-Score A,"Allergens: Gluten, Soybeans, fr:avoine"
Sweet Chilli Rice Crackers 100G -,biscuits,7.1 g,82 g,5.5 g,1.6 g,?,2.6 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Milk, Soybeans"
McVitie's Rich Tea Delights,biscuits,7.2 g,66.6 g,12.8 g,1.5 g,7.3 g,0.67 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Soybeans"
Lotus Biscoff Cream - 150g,biscuits,4.3 g,65.7 g,35.2 g,0 g,1.2 g,0.82 g,Average impact of products of the same category: B (Score: 60/100),"Allergens: Gluten, Soybeans"
Cake fourré saveur fraise - Allergo - 6,biscuits,4 g,58 g,31 g,2.4 g,3.8 g,0.15 g,Nutri-Score D,"Allergens: Gluten, Soybeans"
Galettes Bretonnes Pur Beurre - Sondey - 250 g (2 * 125 g),biscuits,7.4 g,70.4 g,24.2 g,13.3 g,?,0.92 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk"
Sticks & bretzels - Dr. Oetker - 137 g,biscuits,10 g,75 g,2.3 g,0.5 g,?,3.9 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Gluten
"Gerblé - Sugar Free Chocolate Chip Cake, 196g (7oz)",biscuits,5.4 g,50 g,0 g,1.3 g,4.5 g,0.46 g,Nutri-Score C,"Allergens: Eggs, Gluten, Soybeans"
"La Grande Galette 1905 - St Michel - 150 g, 3 sachets de 3 galettes",biscuits,6.7 g,70 g,25 g,14 g,2.4 g,0.002 g,Processed foods,"Allergens: Eggs, Gluten, Milk"
"Grany moelleux, fruit des bois - Lu - 192 g ℮, 6 biscuits en sachet individuel",biscuits,6 g,59 g,35 g,8.5 g,3.7 g,1.2 g,Average impact of products of the same category: B (Score: 74/100),"Allergens: Gluten, Milk"
Rice Crackers Finement Salé promotion - N.A! - 85 g,biscuits,6.9 g,82 g,0.8 g,2 g,0.8 g,1.1 g,Average impact of products of the same category: A (Score: 87/100),Allergens: Soybeans
Oreo Double Creme - Mondelez - 157 g,biscuits,4.3 g,67 g,40 g,7.4 g,2.3 g,0.59 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Trancetto Cacao - Balconi - 28 g,biscuits,5.3 g,56 g,34 g,6.8 g,?,0.402 g,Nutri-Score E,"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
"Ronditas 32% Chocolate - Gullón - 186 g (5 x 37,2 g)",biscuits,7.1 g,64.5 g,0 g,0.4 g,3.87 g,0.524 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Soybeans"
"Carré lait-noisette - Sondey - 10 Stück, 250 g",biscuits,8.2 g,53 g,33.9 g,22.7 g,3.4 g,0.31 g,Green-Score D,"Allergens: Gluten, Milk, Nuts, Soybeans"
Biscuit chocolat noir - Gerblé - 150 g,biscuits,7.6 g,62 g,34 g,11 g,4.3 g,0.52 g,Green-Score C,"Allergens: Eggs, Gluten, Milk, Soybeans"
Fourrés vanille bio - Bjorg - 225g,biscuits,7.4 g,67 g,31 g,7.3 g,3 g,0.59 g,Green-Score A,"Allergens: Gluten, Milk"
Shortbread fingers - Belmont Biscuits,biscuits,5.6 g,60 g,14 g,17 g,?,0.41 g,Processed foods,"Allergens: Gluten, Milk"
Leibniz Butterkeks - Bahlsen - 200g,biscuits,8.4 g,72 g,21 g,7.8 g,2.8 g,1.5 g,Average impact of products of the same category: A (Score: 83/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Cuor di cereale cioccolato - Gullón - 280g,biscuits,7.8 g,63 g,22 g,4 g,10 g,0.98 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Wholemeal biscuits Cuor di Cereale - Gullón - 265 g,biscuits,7.8 g,54 g,1 g,2 g,14 g,0.65 g,Nutri-Score B,"Allergens: Gluten, Soybeans"
Excelo,biscuits,,,,,,,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk"
All Butter Scottish Shortbread Fingers - Marks & Spencer - 210g,biscuits,5.5 g,59.3 g,17 g,17.5 g,2.8 g,0.7 g,Processed foods,"Allergens: Gluten, Milk"
"Brossard - Cake Anglais (English Cake Style), 400g (14.1oz) - 400 g",biscuits,4.2 g,61 g,37 g,0.9 g,3.2 g,0.39 g,Average impact of products of the same category: A (Score: 75/100),"Allergens: Eggs, Gluten, Milk, Nuts, Peanuts, Soybeans, Sulphur dioxide and sulphites"
Malt Loaf (Lunchbox Sized) - Soreen,biscuits,8 g,63.3 g,19 g,0.333 g,3.67 g,0.492 g,Nutri-Score C,Allergens: Gluten
Nutella bicuits - 41.4 g,biscuits,7.9 g,64 g,35.8 g,11.5 g,?,0.559 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Biscuits Petit déj Bio Céréales Miel - Gerblé - 132g,biscuits,+18%,+2%,-44%,-80%,+128%,-38%,Processed foods,"Allergens: Gluten, Lupin, Milk, Nuts, Soybeans"
Granola l'original - Lu - 225g,biscuits,5.9 g,62 g,28 g,12 g,3.5 g,1.2 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Belvita petit déjeuner goût noisette et chocolat - 400 g,biscuits,7.6 g,68 g,26 g,1.8 g,4.3 g,0.9 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Nuts, Soybeans"
Délichoc Noir - Delacre - 150 g,biscuits,5.3 g,63.9 g,39.2 g,13 g,?,0.3 g,Average impact of products of the same category: C (Score: 52/100),"Allergens: Eggs, Gluten, Milk, Nuts, Soybeans"
Wafers Bfb Hazelnut - Balconi - 225 g,biscuits,5.6 g,63 g,32 g,22 g,?,0.32 g,Average impact of products of the same category: C (Score: 54/100),"Allergens: Gluten, Milk, Nuts, Soybeans"
Petites Madeleines  -30% de sucres - St Michel - 400 g,biscuits,5.8 g,49 g,17 g,2.1 g,6.4 g,0.74 g,Average impact of products of the same category: A (Score: 80/100),"Allergens: Eggs, Gluten"
Mars - 51 g,biscuits,4.04 g,70 g,39.264 g,263 mg,1.24 g,0.42 g,Average impact of products of the same category: C (Score: 59/100),"Allergens: Eggs, Gluten, Milk, Soybeans"
Lotus cookies milk chocolate filing - 150 g,biscuits,5 g,67 g,41 g,14 g,2 g,?,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Mikado - LU - 100g,biscuits,7.7 g,67 g,34 g,11 g,2.8 g,0.85 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
Prince Goût Vanille - Lu - 300 g,biscuits,5.1 g,73 g,35 g,5.3 g,2.3 g,0.55 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Soybeans"
"Brossard - Savane Mini Chocolate Marble Cakes x7, 210g (7.5oz) - 210 g",biscuits,5.3 g,48 g,24 g,3.5 g,5.5 g,0.53 g,Average impact of products of the same category: B (Score: 66/100),"Allergens: Eggs, Gluten"
Kafferep - IKEA - 600g,biscuits,5 g,61 g,41 g,14 g,6 g,0.65 g,Green-Score A,"Allergens: Eggs, Gluten"
Madeleines Longues Marbrées chocolat - Le Ster - 250 g,biscuits,6.3 g,54 g,29 g,2.8 g,1.6 g,1 g,Green-Score D,"Allergens: Eggs, Gluten, Milk, Soybeans"
Dinosaurus chocolat - Lotus - 225 g,biscuits,5.8 g,65 g,30 g,12 g,2.7 g,0.53 g,Average impact of products of the same category: B (Score: 70/100),"Allergens: Eggs, Gluten, Milk, Soybeans, Milk"
Rebuenas - Hacendado - 500 g,biscuits,6.4 g,65 g,34 g,7.7 g,4.9 g,0.32 g,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
Belépi - Excelo,biscuits,-28%,+9%,+65%,-3%,,-59%,Average impact of products of the same category: B (Score: 70/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
BREAKSTA Tiffany - wafer sandwich - 26g,biscuits,,,,,,,Average impact of products of the same category: C (Score: 57/100),"Allergens: Gluten, Milk, Sulphur dioxide and sulphites"
Crackers Quinoa & Chia - Gullón - 250 g,biscuits,8.2 g,58 g,6.2 g,2 g,8.3 g,2.8 g,Average impact of products of the same category: A (Score: 87/100),"Allergens: Gluten, Sulphur dioxide and sulphites"
Crunchy - Bjorg - 150 g,biscuits,7.5 g,64 g,23 g,6.3 g,6 g,0.43 g,Green-Score B,"Allergens: Gluten, Milk"
Rough Oatcakes - Sainsbury's - 250 g,biscuits,9.8 g,55.4 g,< 0.5 g,4.1 g,10 g,1.42 g,Processed foods,Allergens: Gluten
Cake aux Fruits - Tranché - Lidl - 300 g,biscuits,4.4 g,59 g,34 g,1.6 g,1.8 g,0.45 g,Average impact of products of the same category: A (Score: 75/100),"Allergens: Eggs, Gluten"
Galettes Pur Beurre - Bonne Maman - 170 g,biscuits,6 g,63 g,26 g,15 g,1.4 g,0.8 g,Green-Score B,"Allergens: Eggs, Gluten, Milk"
